ID	token	tag
172207	I	O
172208	ca	O
172209	n't	O
172210	imagine	O
172211	how	O
172212	you	O
172213	deduce	O
172214	it	O
172215	.	O

172216	As	O
172217	to	O
172218	Mary	B-PER
172219	Jane	I-PER
172220	,	O
172221	she	O
172222	is	O
172223	incorrigible	O
172224	,	O
172225	and	O
172226	my	B-PER
172227	wife	I-PER
172228	has	O
172229	given	O
172230	her	O
172231	notice	O
172232	,	O
172233	but	O
172234	there	O
172235	,	O
172236	again	O
172237	,	O
172238	I	O
172239	fail	O
172240	to	O
172241	see	O
172242	how	O
172243	you	O
172244	work	O
172245	it	O
172246	out	O
172247	.	O
172248	""""	O

172249	He	O
172250	chuckled	O
172251	to	O
172252	himself	O
172253	and	O
172254	rubbed	O
172255	his	O
172256	long	O
172257	,	O
172258	nervous	O
172259	hands	O
172260	together	O
172261	.	O

172262	""""	O
172263	It	O
172264	is	O
172265	simplicity	O
172266	itself	O
172267	,	O
172268	""""	O
172269	said	O
172270	he	O
172271	;	O
172272	""""	O
172273	my	O
172274	eyes	O
172275	tell	O
172276	me	O
172277	that	O
172278	on	O
172279	the	O
172280	inside	O
172281	of	O
172282	your	O
172283	left	O
172284	shoe	O
172285	,	O
172286	just	O
172287	where	O
172288	the	O
172289	firelight	O
172290	strikes	O
172291	it	O
172292	,	O
172293	the	O
172294	leather	O
172295	is	O
172296	scored	O
172297	by	O
172298	six	O
172299	almost	O
172300	parallel	O
172301	cuts	O
172302	.	O

172303	Obviously	O
172304	they	O
172305	have	O
172306	been	O
172307	caused	O
172308	by	O
172309	someone	O
172310	who	O
172311	has	O
172312	very	O
172313	carelessly	O
172314	scraped	O
172315	round	O
172316	the	O
172317	edges	O
172318	of	O
172319	the	O
172320	sole	O
172321	in	O
172322	order	O
172323	to	O
172324	remove	O
172325	crusted	O
172326	mud	O
172327	from	O
172328	it	O
172329	.	O

172330	Hence	O
172331	,	O
172332	you	O
172333	see	O
172334	,	O
172335	my	O
172336	double	O
172337	deduction	O
172338	that	O
172339	you	O
172340	had	O
172341	been	O
172342	out	O
172343	in	O
172344	vile	O
172345	weather	O
172346	,	O
172347	and	O
172348	that	O
172349	you	O
172350	had	O
172351	a	O
172352	particularly	O
172353	malignant	O
172354	boot-slitting	O
172355	specimen	O
172356	of	O
172357	the	O
172358	London	B-LOC
172359	slavey	O
172360	.	O

172361	As	O
172362	to	O
172363	your	O
172364	practice	O
172365	,	O
172366	if	O
172367	a	B-PER
172368	gentleman	I-PER
172369	walks	O
172370	into	O
172371	my	O
172372	rooms	O
172373	smelling	O
172374	of	O
172375	iodoform	O
172376	,	O
172377	with	O
172378	a	O
172379	black	O
172380	mark	O
172381	of	O
172382	nitrate	O
172383	of	O
172384	silver	O
172385	upon	O
172386	his	O
172387	right	O
172388	forefinger	O
172389	,	O
172390	and	O
172391	a	O
172392	bulge	O
172393	on	O
172394	the	O
172395	right	O
172396	side	O
172397	of	O
172398	his	O
172399	top-hat	O
172400	to	O
172401	show	O
172402	where	O
172403	he	O
172404	has	O
172405	secreted	O
172406	his	O
172407	stethoscope	O
172408	,	O
172409	I	O
172410	must	O
172411	be	O
172412	dull	O
172413	,	O
172414	indeed	O
172415	,	O
172416	if	O
172417	I	O
172418	do	O
172419	not	O
172420	pronounce	O
172421	him	O
172422	to	O
172423	be	O
172424	an	B-PER
172425	active	I-PER
172426	member	I-PER
172427	of	I-PER
172428	the	I-PER
172429	medical	I-PER
172430	profession	I-PER
172431	.	O
172432	""""	O

172433	I	O
172434	could	O
172435	not	O
172436	help	O
172437	laughing	O
172438	at	O
172439	the	O
172440	ease	O
172441	with	O
172442	which	O
172443	he	O
172444	explained	O
172445	his	O
172446	process	O
172447	of	O
172448	deduction	O
172449	.	O

172450	""""	O
172451	When	O
172452	I	O
172453	hear	O
172454	you	O
172455	give	O
172456	your	O
172457	reasons	O
172458	,	O
172459	""""	O
172460	I	O
172461	remarked	O
172462	,	O
172463	""""	O
172464	the	O
172465	thing	O
172466	always	O
172467	appears	O
172468	to	O
172469	me	O
172470	to	O
172471	be	O
172472	so	O
172473	ridiculously	O
172474	simple	O
172475	that	O
172476	I	O
172477	could	O
172478	easily	O
172479	do	O
172480	it	O
172481	myself	O
172482	,	O
172483	though	O
172484	at	O
172485	each	O
172486	successive	O
172487	instance	O
172488	of	O
172489	your	O
172490	reasoning	O
172491	I	O
172492	am	O
172493	baffled	O
172494	until	O
172495	you	O
172496	explain	O
172497	your	O
172498	process	O
172499	.	O

172500	And	O
172501	yet	O
172502	I	O
172503	believe	O
172504	that	O
172505	my	O
172506	eyes	O
172507	are	O
172508	as	O
172509	good	O
172510	as	O
172511	yours	O
172512	.	O
172513	""""	O

172514	""""	O
172515	Quite	O
172516	so	O
172517	,	O
172518	""""	O
172519	he	O
172520	answered	O
172521	,	O
172522	lighting	O
172523	a	O
172524	cigarette	O
172525	,	O
172526	and	O
172527	throwing	O
172528	himself	O
172529	down	O
172530	into	O
172531	an	O
172532	armchair	O
172533	.	O

172534	""""	O
172535	You	O
172536	see	O
172537	,	O
172538	but	O
172539	you	O
172540	do	O
172541	not	O
172542	observe	O
172543	.	O

172544	The	O
172545	distinction	O
172546	is	O
172547	clear	O
172548	.	O

172549	For	O
172550	example	O
172551	,	O
172552	you	O
172553	have	O
172554	frequently	O
172555	seen	O
172556	the	O
172557	steps	O
172558	which	O
172559	lead	O
172560	up	O
172561	from	O
172562	the	O
172563	hall	O
172564	to	O
172565	this	O
172566	room	O
172567	.	O
172568	""""	O

172569	""""	O
172570	Frequently	O
172571	.	O
172572	""""	O

172573	""""	O
172574	How	O
172575	often	O
172576	?	O
172577	""""	O

172578	""""	O
172579	Well	O
172580	,	O
172581	some	O
172582	hundreds	O
172583	of	O
172584	times	O
172585	.	O
172586	""""	O

172587	""""	O
172588	Then	O
172589	how	O
172590	many	O
172591	are	O
172592	there	O
172593	?	O
172594	""""	O

172595	""""	O
172596	How	O
172597	many	O
172598	?	O

172599	I	O
172600	do	O
172601	n't	O
172602	know	O
172603	.	O
172604	""""	O

172605	""""	O
172606	Quite	O
172607	so	O
172608	!	O

172609	You	O
172610	have	O
172611	not	O
172612	observed	O
172613	.	O

172614	And	O
172615	yet	O
172616	you	O
172617	have	O
172618	seen	O
172619	.	O

172620	That	O
172621	is	O
172622	just	O
172623	my	O
172624	point	O
172625	.	O

172626	Now	O
172627	,	O
172628	I	O
172629	know	O
172630	that	O
172631	there	O
172632	are	O
172633	seventeen	O
172634	steps	O
172635	,	O
172636	because	O
172637	I	O
172638	have	O
172639	both	O
172640	seen	O
172641	and	O
172642	observed	O
172643	.	O

172644	By-the-way	O
172645	,	O
172646	since	O
172647	you	O
172648	are	O
172649	interested	O
172650	in	O
172651	these	O
172652	little	O
172653	problems	O
172654	,	O
172655	and	O
172656	since	O
172657	you	O
172658	are	O
172659	good	O
172660	enough	O
172661	to	O
172662	chronicle	O
172663	one	O
172664	or	O
172665	two	O
172666	of	O
172667	my	O
172668	trifling	O
172669	experiences	O
172670	,	O
172671	you	O
172672	may	O
172673	be	O
172674	interested	O
172675	in	O
172676	this	O
172677	.	O
172678	""""	O

172679	He	O
172680	threw	O
172681	over	O
172682	a	O
172683	sheet	O
172684	of	O
172685	thick	O
172686	,	O
172687	pink-tinted	O
172688	note-paper	O
172689	which	O
172690	had	O
172691	been	O
172692	lying	O
172693	open	O
172694	upon	O
172695	the	O
172696	table	O
172697	.	O

172698	""""	O
172699	It	O
172700	came	O
172701	by	O
172702	the	O
172703	last	O
172704	post	O
172705	,	O
172706	""""	O
172707	said	O
172708	he	O
172709	.	O

172710	""""	O
172711	Read	O
172712	it	O
172713	aloud	O
172714	.	O
172715	""""	O

172716	The	O
172717	note	O
172718	was	O
172719	undated	O
172720	,	O
172721	and	O
172722	without	O
172723	either	O
172724	signature	O
172725	or	O
172726	address	O
172727	.	O

172728	""""	O
172729	There	O
172730	will	O
172731	call	O
172732	upon	O
172733	you	O
172734	to-night	O
172735	,	O
172736	at	O
172737	a	O
172738	quarter	O
172739	to	O
172740	eight	O
172741	o'clock	O
172742	,	O
172743	""""	O
172744	it	O
172745	said	O
172746	,	O
172747	""""	O
172748	a	B-PER
172749	gentleman	I-PER
172750	who	I-PER
172751	desires	I-PER
172752	to	I-PER
172753	consult	I-PER
172754	you	I-PER
172755	upon	I-PER
172756	a	I-PER
172757	matter	I-PER
172758	of	I-PER
172759	the	I-PER
172760	very	I-PER
172761	deepest	I-PER
172762	moment	I-PER
172763	.	O

172764	Your	O
172765	recent	O
172766	services	O
172767	to	O
172768	one	O
172769	of	O
172770	the	O
172771	royal	O
172772	houses	O
172773	of	O
172774	Europe	B-LOC
172775	have	O
172776	shown	O
172777	that	O
172778	you	O
172779	are	O
172780	one	O
172781	who	O
172782	may	O
172783	safely	O
172784	be	O
172785	trusted	O
172786	with	O
172787	matters	O
172788	which	O
172789	are	O
172790	of	O
172791	an	O
172792	importance	O
172793	which	O
172794	can	O
172795	hardly	O
172796	be	O
172797	exaggerated	O
172798	.	O

172799	This	O
172800	account	O
172801	of	O
172802	you	O
172803	we	O
172804	have	O
172805	from	O
172806	all	O
172807	quarters	O
172808	received	O
172809	.	O

172810	Be	O
172811	in	O
172812	your	O
172813	chamber	O
172814	then	O
172815	at	O
172816	that	O
172817	hour	O
172818	,	O
172819	and	O
172820	do	O
172821	not	O
172822	take	O
172823	it	O
172824	amiss	O
172825	if	O
172826	your	B-PER
172827	visitor	I-PER
172828	wear	O
172829	a	O
172830	mask	O
172831	.	O
172832	""""	O

172833	""""	O
172834	This	O
172835	is	O
172836	indeed	O
172837	a	O
172838	mystery	O
172839	,	O
172840	""""	O
172841	I	O
172842	remarked	O
172843	.	O

172844	""""	O
172845	What	O
172846	do	O
172847	you	O
172848	imagine	O
172849	that	O
172850	it	O
172851	means	O
172852	?	O
172853	""""	O

172854	""""	O
172855	I	O
172856	have	O
172857	no	O
172858	data	O
172859	yet	O
172860	.	O

172861	It	O
172862	is	O
172863	a	O
172864	capital	O
172865	mistake	O
172866	to	O
172867	theorize	O
172868	before	O
172869	one	O
172870	has	O
172871	data	O
172872	.	O

172873	Insensibly	O
172874	one	O
172875	begins	O
172876	to	O
172877	twist	O
172878	facts	O
172879	to	O
172880	suit	O
172881	theories	O
172882	,	O
172883	instead	O
172884	of	O
172885	theories	O
172886	to	O
172887	suit	O
172888	facts	O
172889	.	O

172890	But	O
172891	the	O
172892	note	O
172893	itself	O
172894	.	O

172895	What	O
172896	do	O
172897	you	O
172898	deduce	O
172899	from	O
172900	it	O
172901	?	O
172902	""""	O

172903	I	O
172904	carefully	O
172905	examined	O
172906	the	O
172907	writing	O
172908	,	O
172909	and	O
172910	the	O
172911	paper	O
172912	upon	O
172913	which	O
172914	it	O
172915	was	O
172916	written	O
172917	.	O

172918	""""	O
172919	The	B-PER
172920	man	I-PER
172921	who	I-PER
172922	wrote	I-PER
172923	it	I-PER
172924	was	O
172925	presumably	O
172926	well	O
172927	to	O
172928	do	O
172929	,	O
172930	""""	O
172931	I	O
172932	remarked	O
172933	,	O
172934	endeavouring	O
172935	to	O
172936	imitate	O
172937	my	B-PER
172938	companion	I-PER
172939	's	O
172940	processes	O
172941	.	O

172942	""""	O
172943	Such	O
172944	paper	O
172945	could	O
172946	not	O
172947	be	O
172948	bought	O
172949	under	O
172950	half	O
172951	a	O
172952	crown	O
172953	a	O
172954	packet	O
172955	.	O

172956	It	O
172957	is	O
172958	peculiarly	O
172959	strong	O
172960	and	O
172961	stiff	O
172962	.	O
172963	""""	O

172964	""""	O
172965	Peculiar	O
172966	--	O
172967	that	O
172968	is	O
172969	the	O
172970	very	O
172971	word	O
172972	,	O
172973	""""	O
172974	said	O
172975	Holmes	B-PER
172976	.	O

172977	""""	O
172978	It	O
172979	is	O
172980	not	O
172981	an	O
172982	English	O
172983	paper	O
172984	at	O
172985	all	O
172986	.	O

172987	Hold	O
172988	it	O
172989	up	O
172990	to	O
172991	the	O
172992	light	O
172993	.	O
172994	""""	O

172995	I	O
172996	did	O
172997	so	O
172998	,	O
172999	and	O
173000	saw	O
173001	a	O
173002	large	O
173003	""""	O
173004	E	O
173005	""""	O
173006	with	O
173007	a	O
173008	small	O
173009	""""	O
173010	g	O
173011	,	O
173012	""""	O
173013	a	O
173014	""""	O
173015	P	O
173016	,	O
173017	""""	O
173018	and	O
173019	a	O
173020	large	O
173021	""""	O
173022	G	O
173023	""""	O
173024	with	O
173025	a	O
173026	small	O
173027	""""	O
173028	t	O
173029	""""	O
173030	woven	O
173031	into	O
173032	the	O
173033	texture	O
173034	of	O
173035	the	O
173036	paper	O
173037	.	O

173038	""""	O
173039	What	O
173040	do	O
173041	you	O
173042	make	O
173043	of	O
173044	that	O
173045	?	O
173046	""""	O
173047	asked	O
173048	Holmes	B-PER
173049	.	O

173050	""""	O
173051	The	O
173052	name	O
173053	of	O
173054	the	B-PER
173055	maker	I-PER
173056	,	O
173057	no	O
173058	doubt	O
173059	;	O
173060	or	O
173061	his	O
173062	monogram	O
173063	,	O
173064	rather	O
173065	.	O
173066	""""	O

173067	""""	O
173068	Not	O
173069	at	O
173070	all	O
173071	.	O

173072	The	O
173073	'	O
173074	G	O
173075	'	O
173076	with	O
173077	the	O
173078	small	O
173079	'	O
173080	t	O
173081	'	O
173082	stands	O
173083	for	O
173084	'	O
173085	Gesellschaft	O
173086	,	O
173087	'	O
173088	which	O
173089	is	O
173090	the	O
173091	German	O
173092	for	O
173093	'	O
173094	Company	O
173095	.	O
173096	'	O

173097	It	O
173098	is	O
173099	a	O
173100	customary	O
173101	contraction	O
173102	like	O
173103	our	O
173104	'	O
173105	Co.	O
173106	'	O
173107	'	O
173108	P	O
173109	,	O
173110	'	O
173111	of	O
173112	course	O
173113	,	O
173114	stands	O
173115	for	O
173116	'	O
173117	Papier	O
173118	.	O
173119	'	O

173120	Now	O
173121	for	O
173122	the	O
173123	'	O
173124	Eg	O
173125	.	O
173126	'	O

173127	Let	O
173128	us	O
173129	glance	O
173130	at	O
173131	our	O
173132	Continental	O
173133	Gazetteer	O
173134	.	O
173135	""""	O

173136	He	O
173137	took	O
173138	down	O
173139	a	O
173140	heavy	O
173141	brown	O
173142	volume	O
173143	from	O
173144	his	O
173145	shelves	O
173146	.	O

173147	""""	O
173148	Eglow	B-LOC
173149	,	O
173150	Eglonitz	B-LOC
173151	--	O
173152	here	O
173153	we	O
173154	are	O
173155	,	O
173156	Egria	B-LOC
173157	.	O

173158	It	O
173159	is	O
173160	in	O
173161	a	B-LOC
173162	German-speaking	I-LOC
173163	country	I-LOC
173164	--	O
173165	in	O
173166	Bohemia	B-LOC
173167	,	O
173168	not	O
173169	far	O
173170	from	O
173171	Carlsbad	B-LOC
173172	.	O

173173	'	O
173174	Remarkable	O
173175	as	O
173176	being	O
173177	the	O
173178	scene	O
173179	of	O
173180	the	O
173181	death	O
173182	of	O
173183	Wallenstein	B-PER
173184	,	O
173185	and	O
173186	for	O
173187	its	O
173188	numerous	O
173189	glass-factories	O
173190	and	O
173191	paper-mills	O
173192	.	O
173193	'	O

173194	Ha	O
173195	,	O
173196	ha	O
173197	,	O
173198	my	B-PER
173199	boy	I-PER
173200	,	O
173201	what	O
173202	do	O
173203	you	O
173204	make	O
173205	of	O
173206	that	O
173207	?	O
173208	""""	O

173209	His	O
173210	eyes	O
173211	sparkled	O
173212	,	O
173213	and	O
173214	he	O
173215	sent	O
173216	up	O
173217	a	O
173218	great	O
173219	blue	O
173220	triumphant	O
173221	cloud	O
173222	from	O
173223	his	O
173224	cigarette	O
173225	.	O

173226	""""	O
173227	The	O
173228	paper	O
173229	was	O
173230	made	O
173231	in	O
173232	Bohemia	B-LOC
173233	,	O
173234	""""	O
173235	I	O
173236	said	O
173237	.	O

173238	""""	O
173239	Precisely	O
173240	.	O

173241	And	O
173242	the	B-PER
173243	man	I-PER
173244	who	I-PER
173245	wrote	I-PER
173246	the	I-PER
173247	note	I-PER
173248	is	O
173249	a	B-PER
173250	German	I-PER
173251	.	O

173252	Do	O
173253	you	O
173254	note	O
173255	the	O
173256	peculiar	O
173257	construction	O
173258	of	O
173259	the	O
173260	sentence	O
173261	--	O
173262	'	O
173263	This	O
173264	account	O
173265	of	O
173266	you	O
173267	we	O
173268	have	O
173269	from	O
173270	all	O
173271	quarters	O
173272	received	O
173273	.	O
173274	'	O

173275	A	B-PER
173276	Frenchman	I-PER
173277	or	O
173278	Russian	B-PER
173279	could	O
173280	not	O
173281	have	O
173282	written	O
173283	that	O
173284	.	O

173285	It	O
173286	is	O
173287	the	B-PER
173288	German	I-PER
173289	who	I-PER
173290	is	I-PER
173291	so	I-PER
173292	uncourteous	I-PER
173293	to	I-PER
173294	his	I-PER
173295	verbs	I-PER
173296	.	O

173297	It	O
173298	only	O
173299	remains	O
173300	,	O
173301	therefore	O
173302	,	O
173303	to	O
173304	discover	O
173305	what	O
173306	is	O
173307	wanted	O
173308	by	O
173309	this	B-PER
173310	German	I-PER
173311	who	I-PER
173312	writes	I-PER
173313	upon	I-PER
173314	Bohemian	I-PER
173315	paper	I-PER
173316	and	I-PER
173317	prefers	I-PER
173318	wearing	I-PER
173319	a	I-PER
173320	mask	I-PER
173321	to	I-PER
173322	showing	I-PER
173323	his	I-PER
173324	face	I-PER
173325	.	O

173326	And	O
173327	here	O
173328	he	O
173329	comes	O
173330	,	O
173331	if	O
173332	I	O
173333	am	O
173334	not	O
173335	mistaken	O
173336	,	O
173337	to	O
173338	resolve	O
173339	all	O
173340	our	O
173341	doubts	O
173342	.	O
173343	""""	O

173344	PART	O
173345	ONE	O
173346	--	O
173347	The	B-PER
173348	Old	I-PER
173349	Buccaneer	I-PER
173350	1	O
173351	The	B-PER
173352	Old	I-PER
173353	Sea-dog	I-PER
173354	at	O
173355	the	O
173356	Admiral	O
173357	Benbow	O
173358	SQUIRE	B-PER
173359	TRELAWNEY	O
173360	,	O
173361	Dr.	B-PER
173362	Livesey	O
173363	,	O
173364	and	O
173365	the	B-PER
173366	rest	I-PER
173367	of	I-PER
173368	these	I-PER
173369	gentlemen	I-PER
173370	having	O
173371	asked	O
173372	me	O
173373	to	O
173374	write	O
173375	down	O
173376	the	O
173377	whole	O
173378	particulars	O
173379	about	O
173380	Treasure	B-LOC
173381	Island	I-LOC
173382	,	O
173383	from	O
173384	the	O
173385	beginning	O
173386	to	O
173387	the	O
173388	end	O
173389	,	O
173390	keeping	O
173391	nothing	O
173392	back	O
173393	but	O
173394	the	O
173395	bearings	O
173396	of	O
173397	the	B-LOC
173398	island	I-LOC
173399	,	O
173400	and	O
173401	that	O
173402	only	O
173403	because	O
173404	there	O
173405	is	O
173406	still	O
173407	treasure	O
173408	not	O
173409	yet	O
173410	lifted	O
173411	,	O
173412	I	O
173413	take	O
173414	up	O
173415	my	O
173416	pen	O
173417	in	O
173418	the	O
173419	year	O
173420	of	O
173421	grace	O
173422	17	O
173423	__	O
173424	and	O
173425	go	O
173426	back	O
173427	to	O
173428	the	O
173429	time	O
173430	when	O
173431	my	B-PER
173432	father	I-PER
173433	kept	O
173434	the	O
173435	Admiral	O
173436	Benbow	O
173437	inn	O
173438	and	O
173439	the	B-PER
173440	brown	I-PER
173441	old	I-PER
173442	seaman	I-PER
173443	with	O
173444	the	O
173445	sabre	O
173446	cut	O
173447	first	O
173448	took	O
173449	up	O
173450	his	O
173451	lodging	O
173452	under	O
173453	our	O
173454	roof	O
173455	.	O

173456	I	O
173457	remember	O
173458	him	O
173459	as	O
173460	if	O
173461	it	O
173462	were	O
173463	yesterday	O
173464	,	O
173465	as	O
173466	he	O
173467	came	O
173468	plodding	O
173469	to	O
173470	the	O
173471	inn	O
173472	door	O
173473	,	O
173474	his	O
173475	sea-chest	O
173476	following	O
173477	behind	O
173478	him	O
173479	in	O
173480	a	O
173481	hand-barrow	O
173482	--	O
173483	a	B-PER
173484	tall	I-PER
173485	,	I-PER
173486	strong	I-PER
173487	,	I-PER
173488	heavy	I-PER
173489	,	I-PER
173490	nut-brown	I-PER
173491	man	I-PER
173492	,	O
173493	his	O
173494	tarry	O
173495	pigtail	O
173496	falling	O
173497	over	O
173498	the	O
173499	shoulder	O
173500	of	O
173501	his	O
173502	soiled	O
173503	blue	O
173504	coat	O
173505	,	O
173506	his	O
173507	hands	O
173508	ragged	O
173509	and	O
173510	scarred	O
173511	,	O
173512	with	O
173513	black	O
173514	,	O
173515	broken	O
173516	nails	O
173517	,	O
173518	and	O
173519	the	O
173520	sabre	O
173521	cut	O
173522	across	O
173523	one	O
173524	cheek	O
173525	,	O
173526	a	O
173527	dirty	O
173528	,	O
173529	livid	O
173530	white	O
173531	.	O

173532	I	O
173533	remember	O
173534	him	O
173535	looking	O
173536	round	O
173537	the	O
173538	cover	O
173539	and	O
173540	whistling	O
173541	to	O
173542	himself	O
173543	as	O
173544	he	O
173545	did	O
173546	so	O
173547	,	O
173548	and	O
173549	then	O
173550	breaking	O
173551	out	O
173552	in	O
173553	that	O
173554	old	O
173555	sea-song	O
173556	that	O
173557	he	O
173558	sang	O
173559	so	O
173560	often	O
173561	afterwards	O
173562	:	O
173563	""""	O
173564	Fifteen	O
173565	men	B-PER
173566	on	O
173567	the	B-PER
173568	dead	I-PER
173569	man	I-PER
173570	's	O
173571	chest	O
173572	--	O
173573	Yo-ho-ho	O
173574	,	O
173575	and	O
173576	a	O
173577	bottle	O
173578	of	O
173579	rum	O
173580	!	O
173581	""""	O

173582	in	O
173583	the	O
173584	high	O
173585	,	O
173586	old	O
173587	tottering	O
173588	voice	O
173589	that	O
173590	seemed	O
173591	to	O
173592	have	O
173593	been	O
173594	tuned	O
173595	and	O
173596	broken	O
173597	at	O
173598	the	O
173599	capstan	O
173600	bars	O
173601	.	O

173602	Then	O
173603	he	O
173604	rapped	O
173605	on	O
173606	the	O
173607	door	O
173608	with	O
173609	a	O
173610	bit	O
173611	of	O
173612	stick	O
173613	like	O
173614	a	O
173615	handspike	O
173616	that	O
173617	he	O
173618	carried	O
173619	,	O
173620	and	O
173621	when	O
173622	my	B-PER
173623	father	I-PER
173624	appeared	O
173625	,	O
173626	called	O
173627	roughly	O
173628	for	O
173629	a	O
173630	glass	O
173631	of	O
173632	rum	O
173633	.	O

173634	This	O
173635	,	O
173636	when	O
173637	it	O
173638	was	O
173639	brought	O
173640	to	O
173641	him	O
173642	,	O
173643	he	O
173644	drank	O
173645	slowly	O
173646	,	O
173647	like	O
173648	a	O
173649	connoisseur	O
173650	,	O
173651	lingering	O
173652	on	O
173653	the	O
173654	taste	O
173655	and	O
173656	still	O
173657	looking	O
173658	about	O
173659	him	O
173660	at	O
173661	the	B-LOC
173662	cliffs	I-LOC
173663	and	O
173664	up	O
173665	at	O
173666	our	O
173667	signboard	O
173668	.	O

173669	""""	O
173670	This	O
173671	is	O
173672	a	B-LOC
173673	handy	I-LOC
173674	cove	I-LOC
173675	,	O
173676	""""	O
173677	says	O
173678	he	O
173679	at	O
173680	length	O
173681	;	O
173682	""""	O
173683	and	O
173684	a	O
173685	pleasant	O
173686	sittyated	O
173687	grog-shop	O
173688	.	O

173689	Much	O
173690	company	B-PER
173691	,	O
173692	mate	B-PER
173693	?	O
173694	""""	O

173695	My	B-PER
173696	father	I-PER
173697	told	O
173698	him	O
173699	no	O
173700	,	O
173701	very	O
173702	little	O
173703	company	B-PER
173704	,	O
173705	the	O
173706	more	O
173707	was	O
173708	the	O
173709	pity	O
173710	.	O

173711	""""	O
173712	Well	O
173713	,	O
173714	then	O
173715	,	O
173716	""""	O
173717	said	O
173718	he	O
173719	,	O
173720	""""	O
173721	this	O
173722	is	O
173723	the	O
173724	berth	O
173725	for	O
173726	me	O
173727	.	O

173728	Here	O
173729	you	O
173730	,	O
173731	matey	B-PER
173732	,	O
173733	""""	O
173734	he	O
173735	cried	O
173736	to	O
173737	the	B-PER
173738	man	I-PER
173739	who	I-PER
173740	trundled	I-PER
173741	the	I-PER
173742	barrow	I-PER
173743	;	O
173744	""""	O
173745	bring	O
173746	up	O
173747	alongside	O
173748	and	O
173749	help	O
173750	up	O
173751	my	O
173752	chest	O
173753	.	O

173754	I	O
173755	'll	O
173756	stay	O
173757	here	O
173758	a	O
173759	bit	O
173760	,	O
173761	""""	O
173762	he	O
173763	continued	O
173764	.	O

173765	""""	O
173766	I	O
173767	'm	O
173768	a	B-PER
173769	plain	I-PER
173770	man	I-PER
173771	;	O
173772	rum	O
173773	and	O
173774	bacon	O
173775	and	O
173776	eggs	O
173777	is	O
173778	what	O
173779	I	O
173780	want	O
173781	,	O
173782	and	O
173783	that	O
173784	head	O
173785	up	O
173786	there	O
173787	for	O
173788	to	O
173789	watch	O
173790	ships	O
173791	off	O
173792	.	O

173793	What	O
173794	you	O
173795	mought	O
173796	call	O
173797	me	O
173798	?	O

173799	You	O
173800	mought	O
173801	call	O
173802	me	O
173803	captain	B-PER
173804	.	O

173805	Oh	O
173806	,	O
173807	I	O
173808	see	O
173809	what	O
173810	you	O
173811	're	O
173812	at	O
173813	--	O
173814	there	O
173815	""""	O
173816	;	O
173817	and	O
173818	he	O
173819	threw	O
173820	down	O
173821	three	O
173822	or	O
173823	four	O
173824	gold	O
173825	pieces	O
173826	on	O
173827	the	O
173828	threshold	O
173829	.	O

173830	""""	O
173831	You	O
173832	can	O
173833	tell	O
173834	me	O
173835	when	O
173836	I	O
173837	've	O
173838	worked	O
173839	through	O
173840	that	O
173841	,	O
173842	""""	O
173843	says	O
173844	he	O
173845	,	O
173846	looking	O
173847	as	O
173848	fierce	O
173849	as	O
173850	a	B-PER
173851	commander	I-PER
173852	.	O

173853	And	O
173854	indeed	O
173855	bad	O
173856	as	O
173857	his	O
173858	clothes	O
173859	were	O
173860	and	O
173861	coarsely	O
173862	as	O
173863	he	O
173864	spoke	O
173865	,	O
173866	he	O
173867	had	O
173868	none	O
173869	of	O
173870	the	O
173871	appearance	O
173872	of	O
173873	a	B-PER
173874	man	I-PER
173875	who	I-PER
173876	sailed	I-PER
173877	before	I-PER
173878	the	I-PER
173879	mast	I-PER
173880	,	O
173881	but	O
173882	seemed	O
173883	like	O
173884	a	B-PER
173885	mate	I-PER
173886	or	O
173887	skipper	B-PER
173888	accustomed	I-PER
173889	to	I-PER
173890	be	I-PER
173891	obeyed	I-PER
173892	or	I-PER
173893	to	I-PER
173894	strike	I-PER
173895	.	O

173896	The	B-PER
173897	man	I-PER
173898	who	I-PER
173899	came	I-PER
173900	with	I-PER
173901	the	I-PER
173902	barrow	I-PER
173903	told	O
173904	us	O
173905	the	O
173906	mail	O
173907	had	O
173908	set	O
173909	him	O
173910	down	O
173911	the	O
173912	morning	O
173913	before	O
173914	at	O
173915	the	O
173916	Royal	O
173917	George	O
173918	,	O
173919	that	O
173920	he	O
173921	had	O
173922	inquired	O
173923	what	O
173924	inns	O
173925	there	O
173926	were	O
173927	along	O
173928	the	B-LOC
173929	coast	I-LOC
173930	,	O
173931	and	O
173932	hearing	O
173933	ours	O
173934	well	O
173935	spoken	O
173936	of	O
173937	,	O
173938	I	O
173939	suppose	O
173940	,	O
173941	and	O
173942	described	O
173943	as	O
173944	lonely	O
173945	,	O
173946	had	O
173947	chosen	O
173948	it	O
173949	from	O
173950	the	O
173951	others	O
173952	for	O
173953	his	O
173954	place	O
173955	of	O
173956	residence	O
173957	.	O

173958	And	O
173959	that	O
173960	was	O
173961	all	O
173962	we	O
173963	could	O
173964	learn	O
173965	of	O
173966	our	B-PER
173967	guest	I-PER
173968	.	O

173969	He	O
173970	was	O
173971	a	B-PER
173972	very	I-PER
173973	silent	I-PER
173974	man	I-PER
173975	by	O
173976	custom	O
173977	.	O
